object_id,slope,profile_curvature,planar_curvature,lithology,twi,rainfall,ndvi,distance_to_river,distance_to_fault,slope_unit,slope_structure,hazard_label,rainfall_slope_interaction,saturation_potential,fault_vulnerability,stream_power_index_approx,disturbance_index,hydro_stress
3100521,3,6,5,3,2,3.0,8,2,1,13,3,1,9,6,1.5,6,9,1.4285714285714286
3100522,3,6,5,3,2,3.0,8,2,1,13,3,1,9,6,1.5,6,9,1.4285714285714286
3100524,3,7,6,3,2,3.0,8,2,1,13,3,1,9,6,1.5,6,9,1.4285714285714286
3100525,3,7,6,3,2,3.0,8,2,1,13,3,1,9,6,1.5,6,9,1.4285714285714286
3100526,3,7,6,3,2,3.0,7,2,1,13,3,1,9,6,1.5,6,9,1.4285714285714286
3100527,2,7,6,3,2,3.0,7,2,1,13,3,1,6,6,1.5,4,9,1.4285714285714286
3100528,2,7,6,3,2,3.0,7,2,1,13,3,1,6,6,1.5,4,9,1.4285714285714286
3100530,2,6,5,3,2,3.0,7,2,1,13,3,1,6,6,1.5,4,9,1.4285714285714286
3100532,2,6,5,3,6,3.0,7,2,1,13,3,1,6,18,1.5,12,9,0.4918032786885246
3100533,2,7,4,3,6,3.0,7,2,1,13,3,1,6,18,1.5,12,9,0.4918032786885246
3100535,2,7,4,3,6,3.0,7,2,1,13,3,1,6,18,1.5,12,9,0.4918032786885246
3100536,2,6,5,3,6,3.0,8,2,1,13,3,1,6,18,1.5,12,9,0.4918032786885246
3100538,2,6,5,3,6,3.0,8,2,1,13,3,1,6,18,1.5,12,9,0.4918032786885246
3100539,2,7,6,3,6,3.0,8,2,1,13,3,1,6,18,1.5,12,9,0.4918032786885246
3100540,2,7,6,3,6,3.0,7,2,1,13,3,1,6,18,1.5,12,9,0.4918032786885246
3100541,2,7,6,3,6,3.0,7,2,1,13,3,1,6,18,1.5,12,9,0.4918032786885246
3100542,2,5,5,3,6,3.0,7,2,1,13,3,1,6,18,1.5,12,9,0.4918032786885246
3100543,2,5,5,3,6,3.0,6,2,1,13,3,1,6,18,1.5,12,9,0.4918032786885246
3100544,2,5,5,3,6,3.0,6,2,1,13,3,1,6,18,1.5,12,9,0.4918032786885246
3101160,3,6,4,3,1,3.0,8,1,1,13,3,1,9,3,1.5,3,10,2.727272727272727
3101161,3,6,5,3,1,3.0,8,1,1,13,3,1,9,3,1.5,3,10,2.727272727272727
3101163,2,6,5,3,1,3.0,8,1,1,13,3,1,6,3,1.5,2,10,2.727272727272727
3101164,2,7,6,3,1,3.0,9,1,1,13,3,1,6,3,1.5,2,10,2.727272727272727
3101166,2,7,6,3,1,4.0,9,1,1,13,3,1,8,4,1.5,2,10,3.636363636363636
3101168,2,7,6,3,1,4.0,8,1,1,13,3,1,8,4,1.5,2,10,3.636363636363636
3101169,2,7,6,3,1,4.0,8,1,1,13,3,1,8,4,1.5,2,10,3.636363636363636
3101170,2,7,5,3,1,4.0,8,1,1,13,3,1,8,4,1.5,2,10,3.636363636363636
3101172,3,7,5,3,1,4.0,8,2,1,13,3,1,12,4,1.5,3,9,3.636363636363636
3101175,3,7,5,3,1,4.0,8,2,1,13,3,1,12,4,1.5,3,9,3.636363636363636
3101176,3,7,6,3,1,4.0,8,2,1,13,3,1,12,4,1.5,3,9,3.636363636363636
3101178,2,7,6,3,1,4.0,9,2,1,13,3,1,8,4,1.5,2,9,3.636363636363636
3101179,2,6,4,3,1,4.0,9,2,1,13,3,1,8,4,1.5,2,9,3.636363636363636
3101181,2,6,4,3,1,4.0,9,2,1,13,3,1,8,4,1.5,2,9,3.636363636363636
3101184,2,6,4,3,1,4.0,9,2,1,13,3,1,8,4,1.5,2,9,3.636363636363636
3101185,2,6,4,3,3,4.0,8,2,1,13,3,1,8,12,1.5,6,9,1.2903225806451613
3101186,2,6,5,3,3,4.0,8,2,1,13,3,1,8,12,1.5,6,9,1.2903225806451613
3101188,3,6,5,3,3,4.0,8,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101189,3,7,5,3,3,4.0,8,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101191,3,7,5,3,3,4.0,8,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101192,3,6,6,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101194,3,6,6,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101195,3,7,6,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101197,3,7,6,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101200,3,7,6,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101201,3,7,5,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101203,3,7,5,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101206,3,7,5,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101207,3,6,5,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101209,3,6,5,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101210,3,6,6,3,2,4.0,9,2,1,13,3,1,12,8,1.5,6,9,1.9047619047619049
3101212,4,6,6,3,2,4.0,9,2,1,13,3,1,16,8,1.5,8,9,1.9047619047619049
3101215,4,6,6,3,2,4.0,9,2,1,13,3,1,16,8,1.5,8,9,1.9047619047619049
3101217,4,5,6,3,2,4.0,9,2,1,13,3,1,16,8,1.5,8,9,1.9047619047619049
3101218,4,5,6,3,2,4.0,9,2,1,13,3,1,16,8,1.5,8,9,1.9047619047619049
3101221,4,5,6,3,2,4.0,9,2,1,13,3,1,16,8,1.5,8,9,1.9047619047619049
3101223,4,5,5,3,2,4.0,8,2,1,13,3,1,16,8,1.5,8,9,1.9047619047619049
3101225,3,5,5,3,2,4.0,8,2,1,13,3,1,12,8,1.5,6,9,1.9047619047619049
3101226,3,4,6,3,2,4.0,8,2,1,13,3,1,12,8,1.5,6,9,1.9047619047619049
3101227,3,4,6,3,2,4.0,9,2,1,13,3,1,12,8,1.5,6,9,1.9047619047619049
3101228,3,4,6,3,2,4.0,9,2,1,13,3,1,12,8,1.5,6,9,1.9047619047619049
3101229,3,6,4,3,2,4.0,9,2,1,13,3,1,12,8,1.5,6,9,1.9047619047619049
3101230,3,6,4,3,2,4.0,8,2,1,13,3,1,12,8,1.5,6,9,1.9047619047619049
3101231,3,6,4,3,2,4.0,8,2,1,13,3,1,12,8,1.5,6,9,1.9047619047619049
3101232,3,6,7,3,2,4.0,8,2,1,13,3,1,12,8,1.5,6,9,1.9047619047619049
3101234,4,6,7,3,6,4.0,8,2,1,13,3,1,16,24,1.5,24,9,0.6557377049180328
3101235,4,6,5,3,6,4.0,8,2,1,13,3,1,16,24,1.5,24,9,0.6557377049180328
3101237,4,6,5,3,6,4.0,9,2,1,13,3,1,16,24,1.5,24,9,0.6557377049180328
3101238,4,5,7,3,6,4.0,9,2,1,13,3,1,16,24,1.5,24,9,0.6557377049180328
3101240,4,5,7,3,6,4.0,9,2,1,13,3,1,16,24,1.5,24,9,0.6557377049180328
3101852,4,6,5,3,1,4.0,9,1,1,13,3,1,16,4,1.5,4,10,3.636363636363636
3101853,4,6,5,3,1,4.0,9,1,1,13,3,1,16,4,1.5,4,10,3.636363636363636
3101854,3,6,5,3,1,4.0,9,1,1,13,3,1,12,4,1.5,3,10,3.636363636363636
3101856,3,6,5,3,1,4.0,9,1,1,13,3,1,12,4,1.5,3,10,3.636363636363636
3101857,3,6,6,3,1,4.0,9,1,1,13,3,1,12,4,1.5,3,10,3.636363636363636
3101859,3,6,6,3,1,4.0,9,1,1,13,3,1,12,4,1.5,3,10,3.636363636363636
3101860,4,6,5,3,1,4.0,9,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3101862,4,6,5,3,1,4.0,9,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3101863,5,6,6,3,1,4.0,9,2,1,13,3,1,20,4,1.5,5,9,3.636363636363636
3101865,5,6,6,3,1,4.0,9,2,1,13,3,1,20,4,1.5,5,9,3.636363636363636
3101866,4,7,5,3,1,4.0,9,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3101868,4,7,5,3,1,4.0,9,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3101871,4,7,5,3,1,4.0,9,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3101872,4,6,4,3,1,4.0,9,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3101874,4,6,4,3,1,4.0,9,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3101875,5,7,5,3,1,4.0,9,2,1,13,3,1,20,4,1.5,5,9,3.636363636363636
3101877,5,7,5,3,1,4.0,9,2,1,13,3,1,20,4,1.5,5,9,3.636363636363636
3101878,4,7,5,3,1,4.0,9,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3101880,4,7,5,3,1,4.0,9,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3101881,3,7,6,3,1,4.0,9,2,1,13,3,1,12,4,1.5,3,9,3.636363636363636
3101884,2,6,5,3,1,4.0,9,2,1,13,3,1,8,4,1.5,2,9,3.636363636363636
3101887,3,6,5,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101890,3,6,5,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101891,4,6,5,3,3,4.0,9,2,1,13,3,1,16,12,1.5,12,9,1.2903225806451613
3101893,4,6,5,3,3,4.0,9,2,1,13,3,1,16,12,1.5,12,9,1.2903225806451613
3101894,4,6,6,3,3,4.0,9,2,1,13,3,1,16,12,1.5,12,9,1.2903225806451613
3101896,4,6,6,3,3,4.0,9,2,1,13,3,1,16,12,1.5,12,9,1.2903225806451613
3101897,3,7,5,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101899,3,7,5,3,3,4.0,9,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3101900,2,7,5,3,3,5.0,9,2,1,13,3,1,10,15,1.5,6,9,1.6129032258064515
3101902,2,7,5,3,3,5.0,9,2,1,13,3,1,10,15,1.5,6,9,1.6129032258064515
3101903,3,7,5,3,3,5.0,9,2,1,13,3,1,15,15,1.5,9,9,1.6129032258064515
3101905,3,7,5,3,3,5.0,9,2,1,13,3,1,15,15,1.5,9,9,1.6129032258064515
3101906,4,5,6,3,3,5.0,9,2,1,13,3,1,20,15,1.5,12,9,1.6129032258064515
3101908,4,5,6,3,3,5.0,9,2,1,13,3,1,20,15,1.5,12,9,1.6129032258064515
3101909,6,5,6,3,3,5.0,9,2,1,13,3,1,30,15,1.5,18,9,1.6129032258064515
3101911,6,5,6,3,3,5.0,9,2,1,13,3,1,30,15,1.5,18,9,1.6129032258064515
3101912,7,4,5,3,2,5.0,9,2,1,13,3,1,35,10,1.5,14,9,2.380952380952381
3101914,7,4,5,3,2,5.0,9,2,1,13,3,1,35,10,1.5,14,9,2.380952380952381
3101915,8,5,6,3,2,5.0,9,2,1,13,3,1,40,10,1.5,16,9,2.380952380952381
3101918,9,5,6,3,2,5.0,9,2,1,13,3,1,45,10,1.5,18,9,2.380952380952381
3101921,8,6,5,3,2,5.0,9,2,1,13,3,1,40,10,1.5,16,9,2.380952380952381
3101924,7,6,5,3,2,5.0,9,2,1,13,3,1,35,10,1.5,14,9,2.380952380952381
3101925,7,6,6,3,2,5.0,9,2,1,13,3,1,35,10,1.5,14,9,2.380952380952381
3101927,7,6,6,3,2,5.0,9,2,1,13,3,1,35,10,1.5,14,9,2.380952380952381
3101928,6,6,6,3,2,5.0,9,2,1,13,3,1,30,10,1.5,12,9,2.380952380952381
3101930,6,6,6,3,2,5.0,9,2,1,13,3,1,30,10,1.5,12,9,2.380952380952381
3101931,5,6,5,3,2,5.0,9,2,1,13,3,1,25,10,1.5,10,9,2.380952380952381
3101933,5,6,5,3,2,5.0,9,2,1,13,3,1,25,10,1.5,10,9,2.380952380952381
3102544,4,6,5,3,1,5.0,7,1,1,13,3,1,20,5,1.5,4,10,4.545454545454545
3102546,3,6,5,3,1,5.0,9,1,1,13,3,1,15,5,1.5,3,10,4.545454545454545
3102547,3,6,5,3,1,5.0,9,2,1,13,3,1,15,5,1.5,3,9,4.545454545454545
3102549,2,6,5,3,1,5.0,9,2,1,13,3,1,10,5,1.5,2,9,4.545454545454545
3102550,2,6,5,3,1,5.0,9,2,1,13,3,1,10,5,1.5,2,9,4.545454545454545
3102553,2,6,5,3,1,5.0,9,2,1,13,3,1,10,5,1.5,2,9,4.545454545454545
3102555,4,6,5,3,1,5.0,9,2,1,13,3,1,20,5,1.5,4,9,4.545454545454545
3102556,4,6,5,3,1,5.0,9,2,1,13,3,1,20,5,1.5,4,9,4.545454545454545
3102559,4,5,6,3,1,5.0,9,2,1,13,3,1,20,5,1.5,4,9,4.545454545454545
3102562,4,5,6,3,1,5.0,9,2,1,13,3,1,20,5,1.5,4,9,4.545454545454545
3102565,3,6,5,3,1,5.0,9,2,1,13,3,1,15,5,1.5,3,9,4.545454545454545
3102568,3,6,6,3,1,5.0,9,2,1,13,3,1,15,5,1.5,3,9,4.545454545454545
3102571,2,6,6,3,1,5.0,8,2,1,13,3,1,10,5,1.5,2,9,4.545454545454545
3102574,2,6,6,3,1,5.0,7,2,1,13,3,1,10,5,1.5,2,9,4.545454545454545
3102577,2,6,5,3,1,5.0,7,2,1,13,3,1,10,5,1.5,2,9,4.545454545454545
3102578,2,6,5,3,1,5.0,8,2,1,13,3,1,10,5,1.5,2,9,4.545454545454545
3102581,2,6,5,3,1,5.0,7,2,1,13,3,1,10,5,1.5,2,9,4.545454545454545
3102583,3,6,6,3,1,5.0,7,2,1,13,3,1,15,5,1.5,3,9,4.545454545454545
3102584,3,6,6,3,1,5.0,7,2,1,13,3,1,15,5,1.5,3,9,4.545454545454545
3102585,3,6,6,3,1,5.0,6,2,1,13,3,1,15,5,1.5,3,9,4.545454545454545
3102586,3,6,6,3,3,5.0,6,2,1,13,3,1,15,15,1.5,9,9,1.6129032258064515
3102587,3,6,6,3,3,5.0,6,2,1,13,3,1,15,15,1.5,9,9,1.6129032258064515
3102589,3,5,6,3,3,5.0,6,2,1,13,3,1,15,15,1.5,9,9,1.6129032258064515
3102590,3,5,6,3,3,5.0,6,2,1,13,3,1,15,15,1.5,9,9,1.6129032258064515
3102592,3,5,6,3,3,6.0,6,2,1,13,3,1,18,18,1.5,9,9,1.935483870967741
3102593,3,5,6,3,3,6.0,6,2,1,13,3,1,18,18,1.5,9,9,1.935483870967741
3102595,3,5,6,3,3,6.0,7,2,1,13,3,1,18,18,1.5,9,9,1.935483870967741
3102596,3,6,5,3,3,6.0,7,2,1,13,3,1,18,18,1.5,9,9,1.935483870967741
3102599,4,6,5,3,3,6.0,7,2,1,13,3,1,24,18,1.5,12,9,1.935483870967741
3102602,4,5,6,3,3,6.0,6,2,1,13,3,1,24,18,1.5,12,9,1.935483870967741
3102605,3,6,6,3,3,6.0,6,2,1,13,3,1,18,18,1.5,9,9,1.935483870967741
3102608,3,6,6,3,3,6.0,6,2,1,13,3,1,18,18,1.5,9,9,1.935483870967741
3102609,3,6,6,3,3,6.0,5,2,1,13,3,1,18,18,1.5,9,9,1.935483870967741
3102611,2,6,5,3,2,6.0,5,2,1,13,3,1,12,12,1.5,4,9,2.857142857142857
3102612,2,6,5,3,2,6.0,5,2,1,13,3,1,12,12,1.5,4,9,2.857142857142857
3102614,2,6,6,3,2,6.0,5,2,1,13,3,1,12,12,1.5,4,9,2.857142857142857
3102615,2,6,6,3,2,6.0,5,2,1,13,3,1,12,12,1.5,4,9,2.857142857142857
3102617,1,6,6,3,2,6.0,5,2,1,13,3,1,6,12,1.5,2,9,2.857142857142857
3102618,1,6,6,3,2,6.0,5,2,1,13,3,1,6,12,1.5,2,9,2.857142857142857
3102620,2,6,5,3,2,6.0,5,2,1,13,3,1,12,12,1.5,4,9,2.857142857142857
3102621,2,6,5,3,2,6.0,5,2,1,13,3,1,12,12,1.5,4,9,2.857142857142857
3102623,3,5,6,3,2,6.0,5,2,1,13,3,1,18,12,1.5,6,9,2.857142857142857
3102624,3,5,6,3,2,6.0,5,2,1,13,3,1,18,12,1.5,6,9,2.857142857142857
3103237,3,5,6,3,1,6.0,8,2,1,13,3,1,18,6,1.5,3,9,5.454545454545454
3103238,3,5,6,3,1,6.0,8,2,1,13,3,1,18,6,1.5,3,9,5.454545454545454
3103241,2,5,6,3,1,6.0,8,2,1,13,3,1,12,6,1.5,2,9,5.454545454545454
3103242,2,6,6,3,1,6.0,8,2,1,13,3,1,12,6,1.5,2,9,5.454545454545454
3103244,2,6,6,3,1,6.0,7,2,1,13,3,1,12,6,1.5,2,9,5.454545454545454
3103247,3,6,6,3,1,6.0,7,2,1,13,3,1,18,6,1.5,3,9,5.454545454545454
3103250,4,6,6,3,1,6.0,7,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103251,4,6,5,3,1,6.0,6,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103253,4,6,5,3,1,6.0,6,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103254,4,6,6,3,1,6.0,6,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103255,4,6,6,3,1,6.0,5,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103256,4,6,6,3,1,6.0,5,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103258,4,6,6,3,1,6.0,6,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103259,4,6,6,3,1,6.0,6,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103261,4,5,6,3,1,6.0,7,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103262,4,5,6,3,1,6.0,7,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103265,4,5,6,3,1,6.0,7,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103267,4,6,6,3,1,6.0,7,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103268,4,6,6,3,1,6.0,8,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103270,4,5,6,3,1,6.0,8,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103272,4,5,6,3,1,6.0,8,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103273,4,5,5,3,1,6.0,8,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103275,4,5,5,3,1,6.0,7,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103278,4,5,5,3,1,6.0,7,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103279,4,6,5,3,1,6.0,8,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103281,4,6,5,3,1,6.0,8,2,1,13,3,1,24,6,1.5,4,9,5.454545454545454
3103284,3,6,5,3,3,6.0,8,2,1,13,3,1,18,18,1.5,9,9,1.935483870967741
3103287,2,6,5,3,3,7.0,8,2,1,13,3,1,14,21,1.5,6,9,2.258064516129032
3103288,2,5,6,3,3,7.0,8,2,1,13,3,1,14,21,1.5,6,9,2.258064516129032
3103290,3,5,6,3,3,7.0,8,2,1,13,3,1,21,21,1.5,9,9,2.258064516129032
3103293,3,5,6,3,3,7.0,8,2,1,13,3,1,21,21,1.5,9,9,2.258064516129032
3103294,3,6,6,3,3,7.0,8,2,1,13,3,1,21,21,1.5,9,9,2.258064516129032
3103296,3,6,6,3,3,7.0,8,2,1,13,3,1,21,21,1.5,9,9,2.258064516129032
3103299,3,6,6,3,3,7.0,8,2,1,13,3,1,21,21,1.5,9,9,2.258064516129032
3103300,3,6,6,3,3,7.0,7,2,1,13,3,1,21,21,1.5,9,9,2.258064516129032
3103301,3,5,6,3,3,7.0,7,2,1,13,3,1,21,21,1.5,9,9,2.258064516129032
3103302,3,5,6,3,3,7.0,7,2,1,13,3,1,21,21,1.5,9,9,2.258064516129032
3103303,3,5,6,3,3,7.0,8,2,1,13,3,1,21,21,1.5,9,9,2.258064516129032
3103304,3,5,7,3,3,7.0,8,2,1,13,3,1,21,21,1.5,9,9,2.258064516129032
3103306,2,5,7,3,3,7.0,8,2,1,13,3,1,14,21,1.5,6,9,2.258064516129032
3103307,2,4,7,3,3,7.0,7,2,1,13,3,1,14,21,1.5,6,9,2.258064516129032
3103309,1,4,7,3,2,7.0,7,2,1,13,3,1,7,14,1.5,2,9,3.333333333333333
3103310,1,4,6,3,2,7.0,8,2,1,13,3,1,7,14,1.5,2,9,3.333333333333333
3103312,4,4,6,3,2,7.0,8,2,1,13,3,1,28,14,1.5,8,9,3.333333333333333
3103313,6,4,5,3,2,7.0,8,2,1,13,3,1,42,14,1.5,12,9,3.333333333333333
3103314,6,4,5,3,2,7.0,8,2,1,13,3,1,42,14,1.5,12,9,3.333333333333333
3103316,7,4,4,3,2,7.0,8,2,1,13,3,1,49,14,1.5,14,9,3.333333333333333
3103317,7,4,4,3,2,7.0,6,2,1,13,3,1,49,14,1.5,14,9,3.333333333333333
3103319,7,4,5,3,2,7.0,6,2,1,13,3,1,49,14,1.5,14,9,3.333333333333333
3103930,6,6,5,3,3,7.0,8,2,1,13,3,1,42,21,1.5,18,9,2.258064516129032
3103931,6,6,5,3,1,7.0,8,2,1,13,3,1,42,7,1.5,6,9,6.363636363636363
3103932,6,6,5,3,1,7.0,8,2,1,13,3,1,42,7,1.5,6,9,6.363636363636363
3103933,6,5,6,3,1,7.0,8,2,1,13,3,1,42,7,1.5,6,9,6.363636363636363
3103935,5,5,6,3,1,7.0,8,2,1,13,3,1,35,7,1.5,5,9,6.363636363636363
3103936,5,4,6,3,1,7.0,7,2,1,13,3,1,35,7,1.5,5,9,6.363636363636363
3103937,5,4,6,3,1,7.0,7,2,1,13,3,1,35,7,1.5,5,9,6.363636363636363
3103938,4,4,6,3,1,7.0,7,2,1,13,3,1,28,7,1.5,4,9,6.363636363636363
3103939,4,6,5,3,1,7.0,6,2,1,13,3,1,28,7,1.5,4,9,6.363636363636363
3103940,4,6,5,3,1,7.0,6,2,1,13,3,1,28,7,1.5,4,9,6.363636363636363
3103941,3,6,5,3,1,7.0,6,2,1,13,3,1,21,7,1.5,3,9,6.363636363636363
3103943,3,6,5,3,1,7.0,8,2,1,13,3,1,21,7,1.5,3,9,6.363636363636363
3103944,2,6,5,3,1,7.0,8,2,1,13,3,1,14,7,1.5,2,9,6.363636363636363
3103945,2,6,4,3,1,7.0,8,2,1,13,3,1,14,7,1.5,2,9,6.363636363636363
3103946,2,6,4,3,1,7.0,9,2,1,13,3,1,14,7,1.5,2,9,6.363636363636363
3103947,2,6,4,3,1,7.0,9,2,1,13,3,1,14,7,1.5,2,9,6.363636363636363
3103948,1,6,4,3,1,7.0,9,2,1,13,3,1,7,7,1.5,1,9,6.363636363636363
3103950,1,6,4,3,1,7.0,9,2,1,13,3,1,7,7,1.5,1,9,6.363636363636363
3103951,1,5,5,3,1,7.0,9,2,1,13,3,1,7,7,1.5,1,9,6.363636363636363
3103953,1,5,5,3,1,7.0,9,2,1,13,3,1,7,7,1.5,1,9,6.363636363636363
3103954,1,6,6,3,1,7.0,9,2,1,13,3,1,7,7,1.5,1,9,6.363636363636363
3103956,1,6,6,3,1,7.0,9,2,1,13,3,1,7,7,1.5,1,9,6.363636363636363
3103957,1,5,6,3,1,7.0,9,2,1,13,3,1,7,7,1.5,1,9,6.363636363636363
3103959,1,5,6,3,1,7.0,9,2,1,13,3,1,7,7,1.5,1,9,6.363636363636363
3103960,2,5,6,3,1,4.0,8,2,1,13,3,1,8,4,1.5,2,9,3.636363636363636
3103962,2,5,6,3,1,4.0,8,2,1,13,3,1,8,4,1.5,2,9,3.636363636363636
3103963,3,5,6,3,1,4.0,8,2,1,13,3,1,12,4,1.5,3,9,3.636363636363636
3103964,3,6,6,3,1,4.0,8,2,1,13,3,1,12,4,1.5,3,9,3.636363636363636
3103965,3,6,6,3,1,4.0,8,2,1,13,3,1,12,4,1.5,3,9,3.636363636363636
3103966,4,6,6,3,1,4.0,8,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3103967,4,6,6,3,1,4.0,7,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3103968,4,6,6,3,1,4.0,7,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3103969,5,6,6,3,1,4.0,7,2,1,13,3,1,20,4,1.5,5,9,3.636363636363636
3103970,5,6,5,3,1,4.0,8,2,1,13,3,1,20,4,1.5,5,9,3.636363636363636
3103971,5,6,5,3,1,4.0,8,2,1,13,3,1,20,4,1.5,5,9,3.636363636363636
3103972,4,6,5,3,1,4.0,8,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3103974,4,6,5,3,1,4.0,8,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3103976,4,5,5,3,1,4.0,8,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3103977,4,5,5,3,1,4.0,8,2,1,13,3,1,16,4,1.5,4,9,3.636363636363636
3103978,3,5,5,3,1,4.0,8,2,1,13,3,1,12,4,1.5,3,9,3.636363636363636
3103979,3,6,5,3,1,4.0,8,2,1,13,3,1,12,4,1.5,3,9,3.636363636363636
3103980,3,6,5,3,3,4.0,8,2,1,13,3,1,12,12,1.5,9,9,1.2903225806451613
3103981,2,6,5,3,3,4.0,9,2,1,13,3,1,8,12,1.5,6,9,1.2903225806451613
3103984,2,6,5,3,3,4.0,9,2,1,13,3,1,8,12,1.5,6,9,1.2903225806451613
3103987,2,6,5,3,3,4.0,9,2,1,13,3,1,8,12,1.5,6,9,1.2903225806451613
3103990,2,6,5,3,3,4.0,9,2,1,13,3,1,8,12,1.5,6,9,1.2903225806451613
3103991,1,6,5,3,3,4.0,8,2,1,13,3,1,4,12,1.5,3,9,1.2903225806451613
3103994,1,5,6,3,3,4.0,8,2,1,13,3,1,4,12,1.5,3,9,1.2903225806451613
3103995,1,5,6,3,3,4.0,7,2,1,13,3,1,4,12,1.5,3,9,1.2903225806451613
3103996,1,5,6,3,3,4.0,7,2,1,13,3,1,4,12,1.5,3,9,1.2903225806451613
3103998,1,5,6,3,3,4.0,9,2,1,13,3,1,4,12,1.5,3,9,1.2903225806451613
3103999,1,5,6,3,3,4.0,9,2,1,13,3,1,4,12,1.5,3,9,1.2903225806451613
3104001,1,6,5,3,3,4.0,9,2,1,13,3,1,4,12,1.5,3,9,1.2903225806451613
3104002,1,6,5,3,3,4.0,9,2,1,13,3,1,4,12,1.5,3,9,1.2903225806451613
3104003,2,6,5,3,3,4.0,9,2,1,13,3,1,8,12,1.5,6,9,1.2903225806451613
3104005,2,6,5,3,2,4.0,9,2,1,13,3,1,8,8,1.5,4,9,1.9047619047619049
3104007,2,6,6,3,2,4.0,9,2,1,13,3,1,8,8,1.5,4,9,1.9047619047619049
3104008,2,6,6,3,2,4.0,9,2,1,13,3,1,8,8,1.5,4,9,1.9047619047619049
3104009,3,6,6,3,2,4.0,9,2,1,13,3,1,12,8,1.5,6,9,1.9047619047619049
3104011,3,6,6,3,2,4.0,9,2,1,13,3,1,12,8,1.5,6,9,1.9047619047619049
3104012,4,6,6,3,2,4.0,9,2,1,13,3,1,16,8,1.5,8,9,1.9047619047619049
3104623,5,5,6,3,3,4.0,9,2,1,23,4,1,20,12,1.5,15,9,1.2903225806451613
3104624,5,5,6,3,3,4.0,9,2,1,13,3,1,20,12,1.5,15,9,1.2903225806451613
3104625,5,6,5,3,3,4.0,9,2,1,13,3,1,20,12,1.5,15,9,1.2903225806451613
3104626,5,6,5,3,1,4.0,9,2,1,13,3,1,20,4,1.5,5,9,3.636363636363636
